sentiment,tweet
negative, no not at all. I MISS GIRLFRIENDS!!!!  i have all the seasons.
positive, hong kong is great for crazy 'English names'. A friend works with a 'miss chewbacca leung'
positive,Wishing the rain would stay away for a while so that I can go to the pool
neutral, Britain`s Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! ****
neutral,Sunglasses whores   http://twitpic.com/4wtzj
positive," wahahahaha!! i wanna naaaaa!!! well...hapit na i guess. hahahaha ) yes, now we all know!!! hahahaha lol ) NARN! haha joke"
negative,"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream"
positive,Looking for a show to turn my brain into mush so it doesn`t hurt anymore  Any good FREE online ones you know of?
negative,It`s too hot. I hate summer  #harrymcflytosing
neutral,Done! Goin home to eat dindin and contemplate what the night holds for me
negative,the mall i once worked at has turned into a very depressing place
neutral,"Life is over! Just went to get tickets for all time low, sold out  anyone got spares or wanna sell me theirs?"
positive,$RZ Hope so.  Time will tell.  Good luck   $$
negative,"My blackberry ran out of juice in the middle of the day...it was miserable! No twitter or email at my beck and call, truly awful"
positive, http://twitpic.com/3bnas - oh my god! you`re adorable! ilove you so much  you are my inspiration Nick!
positive, Same to your mom too pril
neutral,is sitting at home wishing that i didnt have to work today. ask for it off and still have to work
positive,Time for bed!  Hope your saturday was as lovely as mine was...
neutral,Artwork at 3AM. Gotta get this portfolio done for MECA by wednesday. Meeting with milonzzi to review it then.
positive, rocks my world!!!! soooo funny!!!!  <3
positive,Watching the Pianist with my dad great movie.
positive,Hello twitting world!  We are off to best buddies bbq  but untill then Jay z is on Spotify
negative, Your youtube account is down.
positive,Happy Mommy`s Day to all the mothers in the world!
negative,I`m starving!! This diet is killing me but I can`t eat after 8pm
neutral, where are you going paris?
neutral,Finally on my way home
negative, awww i missed it  twitpic?
neutral," i think it was more the tigers crumbling. so not surprising at all, really ... lol ..."
neutral,fun in the sun hmmm hell no it`s cold
positive, Thank you very much Rex for FF
negative,Decided not to go...I want to see my sweetie  But I can`t.
positive, you are very welcome
neutral,_y_Tony I had Pad Thai 3 times last night  ragoons LOL yumb
neutral,Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.
positive," Dreams give rise to reality. When they said I wouldn`t   walk, my dream was to fly! Dream, Believe, Achieve!"
neutral, It`s a an MK mentality...I think
positive, http://bit.ly/Msize  There you go dear  I love her Janelle
neutral,@__emilyy you guys are the bomb haha
positive,happy mothers` day to all your moms!
positive,http://twitpic.com/4wbn6 - my hubby and his adoarble baby brother
neutral,off to sleep  on 2 katy perry songs as soundtrack  x
negative," I know. I think I`m going to have to miss it, though.  This is when sacrificing money for job happiness sucks ****."
negative,"says Diana, you wanna burn the pics for me on a DVD or CD?  http://plurk.com/p/svs4c"
negative,Is feeling really bad about goofin` on  not knowing she really wasn`t at the meeting! Dang I`m sorry! Me & my big `ol mouth
neutral,"  Haha,I just may do that,yo!"
positive," hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there"
positive,Loves fatty take away nights... yummy  then coming home and facespacing with my roomies
negative, i`m using paint.net x64 and it`s running crazily fast - can`t afford CS4 unfortunately... yet
positive, Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!
negative,Finally back from the stupid holiday ! Missing the fit bar men though
negative,Watching 5 children and it.  i really should be studying. I`ll start soon :[
negative,Another Lake Park kid is going to Tulane. I`m not unique anymore
neutral,Ahhhh!!!!!! Almost off!!! Can`t wait!! But..I got work again rite after this!   HAT CLUB Come && gimme some Company! Oh && a Cookie! ;-)
negative,no more arrested development. i am sad.
positive, have fun tonight
neutral,Lack of plans for tonight  Anyone going out?
neutral,may the 4th be with you
negative,i am so bored.
positive,"Next thing to do tomorrow morning: Temperature Check! It`s gonna be a routine till Swine Flu dies. Good Night, everyone!"
negative,Too much sand in the SD 790 from pismo this weekend. ANOTHER canon powershot broken. 2nd one in a year  What to buy this time...
neutral,All I want to do is sit back & relax for a little while. How can that be this difficult?!
neutral,Listening to Broken by Lifehouse (on repeat)
positive,had fun at wango tangooo!
negative,feeling lonely
positive,check out this funny movie  http://tinyurl.com/d3qwar
positive,White House?  This thing`s a lifesaver: http://snipurl.com/hkuj9
negative,trying to draw some manga/anime for our new website ... very bad idea!   http://bit.ly/k6iOv
positive, Europe sounds gr8! Will finish my exam on Teus and then we`ll  talk about it
negative,"Oh god, I feel like ****."
positive,i wish i can go to two different schools at the same time.
neutral,This is my anthem right now.... don`t leave me high and dry.  ? http://blip.fm/~79fcr
neutral,just got on twitter. no friends to add!  none of my friends are in twitter
negative, You right...we are 'arguing' about nothing...I thought it was healthy conversation
negative,People are just pisssing me offf. Ugh
positive," OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?"
negative,"juss boredd, !"
neutral,i am ****...**** you lucas at your czech republic beer that tastes like heaven in a bottle!! Your amazing
negative,I regret not going to the Movie audition today  Seems like my neighbors are gonna get a call back .  http://myloc.me/21RK
negative, no turkey leg? i can`t believe it!
neutral, Who`ve u noticed now Kate ?
negative, dammm..i thought i was on to something  lollllll
neutral, Will arrive tomorrow morning at 7  #early
neutral,Just watched the 'Final Break' final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.
positive, I saw your tweet minutes before going to lunch.  Decided to skip that today. Thanks for saving me the money  Speedy recovery!
neutral," http://twitpic.com/5s5f9 - Joe had the same shirt in the concer here, in Chilee! hahaha Big rob wasn`t here"
neutral,I can`t help it if I`m a GRAMMAR NAZI!
positive,Nice PC Authority review of the Tivo VOD service here: http://bit.ly/Ps7y2  I`m still loving my Tivo
negative,I`m missing one of my diamond earrings. This makes me sad.
negative," ohh, ouch"
positive,i`m listening butterfly fly away  daddy i lov u mamma i lov ya
negative,i dont like funerals
neutral,I knew there was a reason I hated cars! 1. Too slow! 2. Too big! 3. I get car sick! 4. Motorbikes are much much much more fun!!
neutral,just got home from the sunshine coast
negative," I don`t even want to know WHY you know about VHEMT, but don`t go - we`d miss you"
negative,ahh sore throat and tired. want to go back to bed. but have work
positive,The Hangover: That movie is gonna be hilarious. wish i could see it with the crew
negative,Awww my daddy! Got in a car accident! Pray for him! He`s shook`n up a lil!
negative,I hate it when Trevor drives
positive,Home Sweet home <3  Going to see Hannah Montana The Movie AGAIN today <3 DDD
positive, hey Momma Cherri`s site is still active: http://www.mommacherri.co.uk/ I`d love to go too one day
negative,HEY YOU` ALL SUCK;its anybody on there :s im so bored common answear me
positive, I don`t mind him not paying rent. I`m just over the moon at the idea of him moving out at least 12 years early
positive,_Loves_NKOTB yup...as always....wonder when me and V will ever come back to Earth...getting kinda comfy up here
neutral,I`m at the anime store iat rivercenter going crazy at all the Pokemon stuff. I wish I had money
negative, aww sorry to hear you are having a bad time. Remember: this too shall pass
neutral," i just got mine, but it wouldnt let me call you"
neutral,"SPGridView is looking prettier, but I`m pretty sure my code is very ugly."
neutral," I`m the same, don`t panic. Big topman"
negative,Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly
positive,_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW & looking at THE PICTURE! lol Happy Bday! <3
positive,had a great night with friends
positive, hey guys it`s leann. . i dont know if you remember me but i just wanted to say that i`m very excited to see you guys go far
negative, No. Its a bug  in coding. Go into the forum then do reg. Let me know if that work!
negative," CASEY`S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She`s prolly freaked cause it`s new. Can we get her back?"
neutral,waiting for the battery to charge for my new DSLR
negative,Wide awake and grouchy as ****.
positive,Music soothes the soul...
negative, how was your day ? boredom stuck my head
positive,having my brecky. Good Morning  x
